"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag54and54Footnotes"
"2008","France","Number","Females","Total","Malignant54neoplasm54of54breast","11781",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54cervix54uteri","776",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54other54parts54of54uterus","2434",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54ovary","3458",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54prostate",":",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54kidney,54except54renal54pelvis","1049",""
"2008","France","Number","Females","Total","Malignant54neoplasm54of54bladder","1177",""
"2008","France","Number","Females","Total","Malignant54neoplasms,54stated54or54presumed54to54be54primary,54of54lymphoid,54haematopoietic54and54related54tissue","654099",""
"2008","France","Number","Females","Total","Diseases54of54the54blood54and54blood-forming54organs54and54certain54disorders54involving54the54immune54mechanism","1252",""
"2008","France","Number","Females","Total","Endocrine,54nutritional54and54metabolic54diseases54(E00-E90)","11286",""
"2008","France","Number","Females","Total","Diabetes54mellitus","654098",""
"2008","France","Number","Females","Total","Mental54and54behavioural54disorders54(F00-F99)","954962",""
"2008","France","Number","Females","Total","Mental54and54behavioural54disorders54due54to54use54of54alcohol","629",""
"2008","France","Number","Females","Total","Drug54dependence,54toxicomania54(F11-F16,54F18-F19)","31",""
"2008","France","Number","Females","Total","Diseases54of54the54nervous54system54and54the54sense54organs54(G00-H95)","1854698",""
"2008","France","Number","Females","Total","Meningitis","75",""
"2008","France","Number","Females","Total","Diseases54of54the54circulatory54system54(I00-I99)","7954820",""
"2008","France","Number","Females","Total","Ischaemic54heart54diseases","1654464",""
"2008","France","Number","Females","Total","Other54heart54diseases54(I30-I33,54I39-I52)","26136",""
"2008","France","Number","Females","Total","Cerebrovascular54diseases","1954211",""
"2008","France","Number","Females","Total","Diseases54of54the54respiratory54system54(J00-J99)","1554743",""
"2008","France","Number","Females","Total","Influenza","124",""
"2008","France","Number","Females","Total","Pneumonia","554701",""
"2008","France","Number","Females","Total","Chronic54lower54respiratory54diseases","3483",""
"2008","France","Number","Females","Total","Asthma54and54status54asthmaticus","613",""
"2008","France","Number","Females","Total","Diseases54of54the54digestive54system54(K00-K93)","11049",""
"2008","France","Number","Females","Total","Ulcer54of54stomach,54duodenum54and54jejunum","448",""
"2008","France","Number","Females","Total","Chronic54liver54disease","2234",""
"2008","France","Number","Females","Total","Diseases54of54the54skin54and54subcutaneous54tissue54(L00-L99)","1124",""
"2008","France","Number","Females","Total","Diseases54of54the54musculoskeletal54system54and54connective54tissue54(M00-M99)","254399",""
"2008","France","Number","Females","Total","Rheumatoid54arthritis54and54arthrosis54(M05-M06,M15-M19)","505",""
"2008","France","Number","Females","Total","Diseases54of54the54genitourinary54system5454(N00-N99)","454676",""
"2008","France","Number","Females","Total","Diseases54of54kidney54and54ureter","3606",""
"2008","France","Number","Females","Total","Pregnancy,54childbirth54and54the54puerperium54(O00-O99)","64",""
"2008","France","Number","Females","Total","Certain54conditions54originating54in54the54perinatal54period54(P00-P96)","695",""
"2008","France","Number","Females","Total","Congenital54malformations,54deformations54and54chromosomal54abnormalities54(Q00-Q99)","740",""
"2008","France","Number","Females","Total","Congenital54malformations54of54the54nervous54system","59",""
"2008","France","Number","Females","Total","Congenital54malformations54of54the54circulatory54system","261",""
"2008","France","Number","Females","Total","Symptoms,54signs54and54abnormal54clinical54and54laboratory54findings,54not54elsewhere54classified54(R00-R99)","2054789",""
"2008","France","Number","Females","Total","Sudden54infant54death54syndrome","109",""
"2008","France","Number","Females","Total","Ill-defined54and54unknown54causes54of54mortality","654305",""
"2008","France","Number","Females","Total","External54causes54of54morbidity54and54mortality54(V01-Y89)","1454861",""
"2008","France","Number","Females","Total","Accidents","11051",""
"2008","France","Number","Females","Total","Transport54accidents54(V01-V99)","1045",""
"2008","France","Number","Females","Total","Falls","2815",""
"2008","France","Number","Females","Total","Accidental54poisoning54by54and54exposure54to54noxious54substances","630",""
"2008","France","Number","Females","Total","Intentional54self-harm","254768",""
"2008","France","Number","Females","Total","Assault","166",""
"2008","France","Number","Females","Total","Event54of54undetermined54intent","68",""
